t;Totalizador
2018-03-01 17:02:07.508000-03:00;2194
2018-03-01 17:02:22.499000-03:00;2194
2018-03-01 17:02:37.507000-03:00;2195
2018-03-01 17:02:52.499000-03:00;2195
2018-03-01 17:03:07.506000-03:00;2195
2018-03-01 17:03:22.498000-03:00;2196
2018-03-01 17:03:37.505000-03:00;2196
2018-03-01 17:03:52.497000-03:00;2197
2018-03-01 17:04:07.504000-03:00;2197
2018-03-01 17:04:22.512000-03:00;2198
2018-03-01 17:04:37.503000-03:00;2198
2018-03-01 17:04:52.511000-03:00;2198
2018-03-01 17:05:07.503000-03:00;2199
2018-03-01 17:05:22.510000-03:00;2199
2018-03-01 17:05:37.502000-03:00;2200
2018-03-01 17:05:52.509000-03:00;2200
2018-03-01 17:06:07.501000-03:00;2200
2018-03-01 17:06:22.508000-03:00;2201
2018-03-01 17:06:37.500000-03:00;2201
2018-03-01 17:06:52.508000-03:00;2202
2018-03-01 17:07:07.499000-03:00;2202
2018-03-01 17:07:22.507000-03:00;2202
2018-03-01 17:07:37.499000-03:00;2203
2018-03-01 17:07:52.506000-03:00;2203
2018-03-01 17:08:07.498000-03:00;2204
2018-03-01 17:08:22.505000-03:00;2204
2018-03-01 17:08:37.497000-03:00;2204
2018-03-01 17:08:52.504000-03:00;2205
2018-03-01 17:09:07.512000-03:00;2205
2018-03-01 17:09:22.504000-03:00;2206
2018-03-01 17:09:37.511000-03:00;2206
2018-03-01 17:09:52.503000-03:00;2207
2018-03-01 17:10:07.495000-03:00;2207
2018-03-01 17:10:22.502000-03:00;2207
2018-03-01 17:10:37.509000-03:00;2208
2018-03-01 17:10:52.501000-03:00;2208
2018-03-01 17:11:07.508000-03:00;2209
2018-03-01 17:11:22.500000-03:00;2209
2018-03-01 17:11:37.508000-03:00;2209
2018-03-01 17:11:52.499000-03:00;2210
2018-03-01 17:12:07.507000-03:00;2210
2018-03-01 17:12:22.499000-03:00;2211
2018-03-01 17:12:37.506000-03:00;2211
2018-03-01 17:12:52.498000-03:00;2212
2018-03-01 17:13:07.505000-03:00;2212
2018-03-01 17:13:22.497000-03:00;2212
2018-03-01 17:13:37.504000-03:00;2213
2018-03-01 17:13:52.512000-03:00;2213
2018-03-01 17:14:07.504000-03:00;2214
2018-03-01 17:14:22.511000-03:00;2214
2018-03-01 17:14:37.503000-03:00;2214
2018-03-01 17:14:52.495000-03:00;2215
2018-03-01 17:15:07.502000-03:00;2215
2018-03-01 17:15:22.509000-03:00;2216
2018-03-01 17:15:37.501000-03:00;2216
2018-03-01 17:15:52.509000-03:00;2217
2018-03-01 17:16:07.500000-03:00;2217
2018-03-01 17:16:22.508000-03:00;2217
2018-03-01 17:16:37.500000-03:00;2218
2018-03-01 17:16:52.507000-03:00;2218
2018-03-01 17:17:07.499000-03:00;2219
2018-03-01 17:17:22.506000-03:00;2219
2018-03-01 17:17:37.498000-03:00;2219
2018-03-01 17:17:52.505000-03:00;2220
2018-03-01 17:18:07.497000-03:00;2220
2018-03-01 17:18:22.504000-03:00;2221
2018-03-01 17:18:37.512000-03:00;2221
2018-03-01 17:18:52.504000-03:00;2221
2018-03-01 17:19:07.511000-03:00;2222
2018-03-01 17:19:22.503000-03:00;2222
2018-03-01 17:19:37.495000-03:00;2223
2018-03-01 17:19:52.502000-03:00;2223
2018-03-01 17:20:07.509000-03:00;2224
2018-03-01 17:20:22.501000-03:00;2224
2018-03-01 17:20:37.509000-03:00;2224
2018-03-01 17:20:52.500000-03:00;2225
2018-03-01 17:21:07.508000-03:00;2225
2018-03-01 17:21:22.500000-03:00;2226
2018-03-01 17:21:37.507000-03:00;2226
2018-03-01 17:21:52.499000-03:00;2226
2018-03-01 17:22:07.506000-03:00;2227
2018-03-01 17:22:22.498000-03:00;2227
2018-03-01 17:22:37.505000-03:00;2228
2018-03-01 17:22:52.497000-03:00;2228
2018-03-01 17:23:07.505000-03:00;2229
2018-03-01 17:23:22.512000-03:00;2229
2018-03-01 17:23:37.504000-03:00;2229
2018-03-01 17:23:52.511000-03:00;2230
2018-03-01 17:24:07.503000-03:00;2230
2018-03-01 17:24:22.495000-03:00;2231
2018-03-01 17:24:37.502000-03:00;2231
2018-03-01 17:24:52.509000-03:00;2231
2018-03-01 17:25:07.501000-03:00;2232
2018-03-01 17:25:22.509000-03:00;2232
2018-03-01 17:25:37.500000-03:00;2233
2018-03-01 17:25:52.508000-03:00;2233
2018-03-01 17:26:07.500000-03:00;2233
2018-03-01 17:26:22.507000-03:00;2234
2018-03-01 17:26:37.499000-03:00;2234
2018-03-01 17:26:52.506000-03:00;2235
2018-03-01 17:27:07.498000-03:00;2235
2018-03-01 17:27:22.505000-03:00;2236
2018-03-01 17:27:37.497000-03:00;2236
2018-03-01 17:27:52.505000-03:00;2236
2018-03-01 17:28:07.512000-03:00;2237
2018-03-01 17:28:22.504000-03:00;2237
2018-03-01 17:28:37.496000-03:00;2238
2018-03-01 17:28:52.503000-03:00;2238
2018-03-01 17:29:07.510000-03:00;2238
2018-03-01 17:29:22.502000-03:00;2239
2018-03-01 17:29:37.510000-03:00;2239
2018-03-01 17:29:52.501000-03:00;2240
2018-03-01 17:30:07.509000-03:00;2240
2018-03-01 17:30:22.500000-03:00;2240
2018-03-01 17:30:37.508000-03:00;2241
2018-03-01 17:30:52.500000-03:00;2241
2018-03-01 17:31:07.507000-03:00;2242
2018-03-01 17:31:22.499000-03:00;2242
2018-03-01 17:31:37.506000-03:00;2242
2018-03-01 17:31:52.498000-03:00;2243
2018-03-01 17:32:07.505000-03:00;2243
2018-03-01 17:32:22.497000-03:00;2244
2018-03-01 17:32:37.505000-03:00;2244
2018-03-01 17:32:52.512000-03:00;2245
2018-03-01 17:33:07.504000-03:00;2245
2018-03-01 17:33:22.496000-03:00;2245
2018-03-01 17:33:37.503000-03:00;2246
2018-03-01 17:33:52.510000-03:00;2246
2018-03-01 17:34:07.502000-03:00;2247
2018-03-01 17:34:22.510000-03:00;2247
2018-03-01 17:34:37.501000-03:00;2247
2018-03-01 17:34:52.509000-03:00;2248
2018-03-01 17:35:07.501000-03:00;2248
2018-03-01 17:35:22.508000-03:00;2249
2018-03-01 17:35:37.500000-03:00;2249
2018-03-01 17:35:52.507000-03:00;2249
2018-03-01 17:36:07.499000-03:00;2250
2018-03-01 17:36:22.506000-03:00;2250
2018-03-01 17:36:37.498000-03:00;2251
2018-03-01 17:36:52.505000-03:00;2251
2018-03-01 17:37:07.497000-03:00;2252
2018-03-01 17:37:22.505000-03:00;2252
2018-03-01 17:37:37.512000-03:00;2252
2018-03-01 17:37:52.504000-03:00;2253
2018-03-01 17:38:07.496000-03:00;2253
2018-03-01 17:38:22.503000-03:00;2254
2018-03-01 17:38:37.510000-03:00;2254
2018-03-01 17:38:52.502000-03:00;2254
2018-03-01 17:39:07.510000-03:00;2255
2018-03-01 17:39:22.501000-03:00;2255
2018-03-01 17:39:37.509000-03:00;2256
2018-03-01 17:39:52.501000-03:00;2256
2018-03-01 17:40:07.508000-03:00;2256
2018-03-01 17:40:22.500000-03:00;2257
2018-03-01 17:40:37.507000-03:00;2257
2018-03-01 17:40:52.499000-03:00;2258
2018-03-01 17:41:07.506000-03:00;2258
2018-03-01 17:41:22.498000-03:00;2259
2018-03-01 17:41:37.506000-03:00;2259
2018-03-01 17:41:52.497000-03:00;2259
2018-03-01 17:42:07.505000-03:00;2260
2018-03-01 17:42:22.512000-03:00;2260
2018-03-01 17:42:37.504000-03:00;2261
2018-03-01 17:42:52.496000-03:00;2261
2018-03-01 17:43:07.503000-03:00;2261
2018-03-01 17:43:22.510000-03:00;2262
2018-03-01 17:43:37.502000-03:00;2262
2018-03-01 17:43:52.510000-03:00;2263
2018-03-01 17:44:07.501000-03:00;2263
2018-03-01 17:44:22.509000-03:00;2264
2018-03-01 17:44:37.501000-03:00;2264
2018-03-01 17:44:52.508000-03:00;2264
2018-03-01 17:45:07.500000-03:00;2265
2018-03-01 17:45:22.507000-03:00;2265
2018-03-01 17:45:37.499000-03:00;2266
2018-03-01 17:45:52.506000-03:00;2266
2018-03-01 17:46:07.498000-03:00;2266
2018-03-01 17:46:22.506000-03:00;2267
2018-03-01 17:46:37.497000-03:00;2267
2018-03-01 17:46:52.505000-03:00;2268
2018-03-01 17:47:07.512000-03:00;2268
2018-03-01 17:47:22.504000-03:00;2269
2018-03-01 17:47:37.496000-03:00;2269
2018-03-01 17:47:52.503000-03:00;2269
2018-03-01 17:48:07.511000-03:00;2270
2018-03-01 17:48:22.502000-03:00;2270
2018-03-01 17:48:37.510000-03:00;2271
2018-03-01 17:48:52.502000-03:00;2271
2018-03-01 17:49:07.509000-03:00;2271
2018-03-01 17:49:22.501000-03:00;2272
2018-03-01 17:49:37.508000-03:00;2272
2018-03-01 17:49:52.500000-03:00;2273
2018-03-01 17:50:07.507000-03:00;2273
2018-03-01 17:50:22.499000-03:00;2273
2018-03-01 17:50:37.506000-03:00;2274
2018-03-01 17:50:52.498000-03:00;2274
2018-03-01 17:51:07.506000-03:00;2275
2018-03-01 17:51:22.497000-03:00;2275
2018-03-01 17:51:37.505000-03:00;2275
2018-03-01 17:51:52.512000-03:00;2276
2018-03-01 17:52:07.504000-03:00;2276
2018-03-01 17:52:22.496000-03:00;2277
2018-03-01 17:52:37.503000-03:00;2277
2018-03-01 17:52:52.511000-03:00;2277
2018-03-01 17:53:07.502000-03:00;2278
2018-03-01 17:53:22.510000-03:00;2278
2018-03-01 17:53:37.502000-03:00;2279
2018-03-01 17:53:52.509000-03:00;2279
2018-03-01 17:54:07.501000-03:00;2279
2018-03-01 17:54:22.508000-03:00;2280
2018-03-01 17:54:37.500000-03:00;2280
2018-03-01 17:54:52.507000-03:00;2281
2018-03-01 17:55:07.499000-03:00;2281
2018-03-01 17:55:22.507000-03:00;2282
2018-03-01 17:55:37.498000-03:00;2282
2018-03-01 17:55:52.506000-03:00;2282
2018-03-01 17:56:07.497000-03:00;2283
2018-03-01 17:56:22.505000-03:00;2283
2018-03-01 17:56:37.512000-03:00;2284
2018-03-01 17:56:52.504000-03:00;2284
2018-03-01 17:57:07.496000-03:00;2284
2018-03-01 17:57:22.503000-03:00;2285
2018-03-01 17:57:37.511000-03:00;2285
2018-03-01 17:57:52.502000-03:00;2286
2018-03-01 17:58:07.510000-03:00;2286
2018-03-01 17:58:22.502000-03:00;2286
2018-03-01 17:58:37.509000-03:00;2287
2018-03-01 17:58:52.501000-03:00;2287
2018-03-01 17:59:07.508000-03:00;2288
2018-03-01 17:59:22.500000-03:00;2288
2018-03-01 17:59:37.507000-03:00;2288
2018-03-01 17:59:52.499000-03:00;2289
2018-03-01 18:00:07.507000-03:00;2289
2018-03-01 18:00:22.498000-03:00;2290
2018-03-01 18:00:37.506000-03:00;2290
2018-03-01 18:00:52.498000-03:00;2291
2018-03-01 18:01:07.505000-03:00;2291
2018-03-01 18:01:22.512000-03:00;2291
2018-03-01 18:01:37.504000-03:00;2292
2018-03-01 18:01:52.496000-03:00;2292
2018-03-01 18:02:07.503000-03:00;2293
2018-03-01 18:02:22.511000-03:00;2293
2018-03-01 18:02:37.502000-03:00;2293
2018-03-01 18:02:52.510000-03:00;2293
2018-03-01 18:03:07.502000-03:00;2293
2018-03-01 18:03:22.509000-03:00;2293
2018-03-01 18:03:37.501000-03:00;2293
2018-03-01 18:03:52.508000-03:00;2293
2018-03-01 18:04:07.500000-03:00;2293
2018-03-01 18:04:22.507000-03:00;2293
2018-03-01 18:04:37.499000-03:00;2293
2018-03-01 18:04:52.507000-03:00;2293
2018-03-01 18:05:07.498000-03:00;2293
2018-03-01 18:05:22.506000-03:00;2293
2018-03-01 18:05:37.498000-03:00;2293
2018-03-01 18:05:52.505000-03:00;2293
2018-03-01 18:06:07.512000-03:00;2293
2018-03-01 18:06:22.504000-03:00;2293
2018-03-01 18:06:37.496000-03:00;2293
2018-03-01 18:06:52.503000-03:00;2293
2018-03-01 18:07:07.511000-03:00;2293
2018-03-01 18:07:22.503000-03:00;2293
2018-03-01 18:07:37.510000-03:00;2293
2018-03-01 18:07:52.502000-03:00;2293
2018-03-01 18:08:07.509000-03:00;2293
2018-03-01 18:08:22.501000-03:00;2293
2018-03-01 18:08:37.508000-03:00;2293
2018-03-01 18:08:52.500000-03:00;2293
2018-03-01 18:09:07.507000-03:00;2293
2018-03-01 18:09:22.499000-03:00;2293
2018-03-01 18:09:37.507000-03:00;2293
2018-03-01 18:09:52.498000-03:00;2293
2018-03-01 18:10:07.506000-03:00;2293
2018-03-01 18:10:22.498000-03:00;2293
2018-03-01 18:10:37.505000-03:00;2293
2018-03-01 18:10:52.497000-03:00;2293
2018-03-01 18:11:07.504000-03:00;2293
2018-03-01 18:11:22.512000-03:00;2293
2018-03-01 18:11:37.503000-03:00;2293
2018-03-01 18:11:52.511000-03:00;2293
2018-03-01 18:12:07.503000-03:00;2293
2018-03-01 18:12:22.510000-03:00;2293
2018-03-01 18:12:37.502000-03:00;2293
2018-03-01 18:12:52.509000-03:00;2293
2018-03-01 18:13:07.501000-03:00;2293
2018-03-01 18:13:22.508000-03:00;2293
2018-03-01 18:13:37.500000-03:00;2293
2018-03-01 18:13:52.508000-03:00;2293
2018-03-01 18:14:07.499000-03:00;2294
2018-03-01 18:14:22.507000-03:00;2294
2018-03-01 18:14:37.499000-03:00;2294
2018-03-01 18:14:52.506000-03:00;2294
2018-03-01 18:15:07.498000-03:00;2294
2018-03-01 18:15:22.505000-03:00;2294
2018-03-01 18:15:37.497000-03:00;2294
2018-03-01 18:15:52.504000-03:00;2294
2018-03-01 18:16:07.512000-03:00;2294
2018-03-01 18:16:22.503000-03:00;2294
2018-03-01 18:16:37.511000-03:00;2294
2018-03-01 18:16:52.503000-03:00;2294
2018-03-01 18:17:07.510000-03:00;2294
2018-03-01 18:17:22.502000-03:00;2294
2018-03-01 18:17:37.509000-03:00;2294
2018-03-01 18:17:52.501000-03:00;2294
2018-03-01 18:18:07.508000-03:00;2294
2018-03-01 18:18:22.500000-03:00;2294
2018-03-01 18:18:37.508000-03:00;2294
2018-03-01 18:18:52.499000-03:00;2294
2018-03-01 18:19:07.507000-03:00;2294
2018-03-01 18:19:22.499000-03:00;2294
2018-03-01 18:19:37.506000-03:00;2294
2018-03-01 18:19:52.498000-03:00;2294
2018-03-01 18:20:07.505000-03:00;2294
2018-03-01 18:20:22.497000-03:00;2294
2018-03-01 18:20:37.504000-03:00;2294
2018-03-01 18:20:52.512000-03:00;2294
2018-03-01 18:21:07.504000-03:00;2294
2018-03-01 18:21:22.511000-03:00;2294
2018-03-01 18:21:37.503000-03:00;2295
2018-03-01 18:21:52.510000-03:00;2295
2018-03-01 18:22:07.502000-03:00;2295
2018-03-01 18:22:22.509000-03:00;2295
2018-03-01 18:22:37.501000-03:00;2295
2018-03-01 18:22:52.508000-03:00;2295
2018-03-01 18:23:07.500000-03:00;2295
2018-03-01 18:23:22.508000-03:00;2295
2018-03-01 18:23:37.498000-03:00;2295
2018-03-01 18:23:52.501000-03:00;2295
2018-03-01 18:24:07.504000-03:00;2295
2018-03-01 18:24:22.508000-03:00;2295
2018-03-01 18:24:37.511000-03:00;2295
2018-03-01 18:24:52.499000-03:00;2295
2018-03-01 18:25:07.502000-03:00;2295
2018-03-01 18:25:22.505000-03:00;2295
2018-03-01 18:25:37.509000-03:00;2295
2018-03-01 18:25:52.497000-03:00;2295
2018-03-01 18:26:07.500000-03:00;2295
2018-03-01 18:26:22.503000-03:00;2295
2018-03-01 18:26:37.507000-03:00;2295
2018-03-01 18:26:52.510000-03:00;2295
2018-03-01 18:27:07.498000-03:00;2295
2018-03-01 18:27:22.501000-03:00;2295
2018-03-01 18:27:37.504000-03:00;2295
2018-03-01 18:27:52.508000-03:00;2295
2018-03-01 18:28:07.511000-03:00;2295
2018-03-01 18:28:22.499000-03:00;2295
2018-03-01 18:28:37.503000-03:00;2295
2018-03-01 18:28:52.509000-03:00;2295
2018-03-01 18:29:07.500000-03:00;2295
2018-03-01 18:29:22.506000-03:00;2295
2018-03-01 18:29:37.496000-03:00;2295
2018-03-01 18:29:52.502000-03:00;2295
2018-03-01 18:30:07.508000-03:00;2296
2018-03-01 18:30:22.498000-03:00;2296
2018-03-01 18:30:37.504000-03:00;2296
2018-03-01 18:30:52.510000-03:00;2296
2018-03-01 18:31:07.501000-03:00;2297
2018-03-01 18:31:22.506000-03:00;2297
2018-03-01 18:31:37.497000-03:00;2298
2018-03-01 18:31:52.503000-03:00;2298
2018-03-01 18:32:07.509000-03:00;2299
2018-03-01 18:32:22.499000-03:00;2299
2018-03-01 18:32:37.505000-03:00;2300
2018-03-01 18:32:52.511000-03:00;2300
2018-03-01 18:33:07.501000-03:00;2300
2018-03-01 18:33:22.507000-03:00;2301
2018-03-01 18:33:37.498000-03:00;2301
2018-03-01 18:33:52.505000-03:00;2302
2018-03-01 18:34:07.497000-03:00;2302
2018-03-01 18:34:22.504000-03:00;2303
2018-03-01 18:34:37.511000-03:00;2303
2018-03-01 18:34:52.502000-03:00;2303
2018-03-01 18:35:07.509000-03:00;2304
2018-03-01 18:35:22.500000-03:00;2304
2018-03-01 18:35:37.507000-03:00;2304
2018-03-01 18:35:52.499000-03:00;2304
2018-03-01 18:36:07.506000-03:00;2305
2018-03-01 18:36:22.497000-03:00;2305
2018-03-01 18:36:37.504000-03:00;2305
2018-03-01 18:36:52.511000-03:00;2305
2018-03-01 18:37:07.503000-03:00;2305
2018-03-01 18:37:22.510000-03:00;2305
2018-03-01 18:37:37.501000-03:00;2306
2018-03-01 18:37:52.508000-03:00;2306
2018-03-01 18:38:07.499000-03:00;2306
2018-03-01 18:38:22.506000-03:00;2307
2018-03-01 18:38:37.498000-03:00;2307
2018-03-01 18:38:52.505000-03:00;2307
2018-03-01 18:39:07.497000-03:00;2308
2018-03-01 18:39:22.504000-03:00;2308
2018-03-01 18:39:37.511000-03:00;2309
2018-03-01 18:39:52.503000-03:00;2309
2018-03-01 18:40:07.510000-03:00;2310
2018-03-01 18:40:22.502000-03:00;2310
2018-03-01 18:40:37.509000-03:00;2311
2018-03-01 18:40:52.500000-03:00;2311
2018-03-01 18:41:07.508000-03:00;2311
2018-03-01 18:41:22.499000-03:00;2312
2018-03-01 18:41:37.506000-03:00;2312
2018-03-01 18:41:52.498000-03:00;2313
2018-03-01 18:42:07.505000-03:00;2313
2018-03-01 18:42:22.497000-03:00;2314
2018-03-01 18:42:37.504000-03:00;2314
2018-03-01 18:42:52.511000-03:00;2315
2018-03-01 18:43:07.503000-03:00;2315
2018-03-01 18:43:22.510000-03:00;2316
2018-03-01 18:43:37.502000-03:00;2316
2018-03-01 18:43:52.509000-03:00;2317
2018-03-01 18:44:07.501000-03:00;2317
2018-03-01 18:44:22.508000-03:00;2318
2018-03-01 18:44:37.500000-03:00;2318
2018-03-01 18:44:52.507000-03:00;2318
2018-03-01 18:45:07.499000-03:00;2319
2018-03-01 18:45:22.506000-03:00;2319
2018-03-01 18:45:37.498000-03:00;2320
2018-03-01 18:45:52.505000-03:00;2320
2018-03-01 18:46:07.497000-03:00;2321
2018-03-01 18:46:22.504000-03:00;2321
2018-03-01 18:46:37.511000-03:00;2322
2018-03-01 18:46:52.503000-03:00;2322
2018-03-01 18:47:07.510000-03:00;2322
2018-03-01 18:47:22.502000-03:00;2323
2018-03-01 18:47:37.509000-03:00;2323
2018-03-01 18:47:52.501000-03:00;2324
2018-03-01 18:48:07.508000-03:00;2324
2018-03-01 18:48:22.500000-03:00;2325
2018-03-01 18:48:37.507000-03:00;2325
2018-03-01 18:48:52.499000-03:00;2325
2018-03-01 18:49:07.506000-03:00;2326
2018-03-01 18:49:22.498000-03:00;2326
2018-03-01 18:49:37.506000-03:00;2327
2018-03-01 18:49:52.497000-03:00;2327
2018-03-01 18:50:07.505000-03:00;2328
2018-03-01 18:50:22.512000-03:00;2328
2018-03-01 18:50:37.504000-03:00;2328
2018-03-01 18:50:52.496000-03:00;2329
2018-03-01 18:51:07.503000-03:00;2329
2018-03-01 18:51:22.511000-03:00;2330
2018-03-01 18:51:37.502000-03:00;2330
2018-03-01 18:51:52.510000-03:00;2331
2018-03-01 18:52:07.501000-03:00;2331
2018-03-01 18:52:22.509000-03:00;2332
2018-03-01 18:52:37.501000-03:00;2332
2018-03-01 18:52:52.508000-03:00;2332
2018-03-01 18:53:07.500000-03:00;2333
2018-03-01 18:53:22.507000-03:00;2333
2018-03-01 18:53:37.499000-03:00;2334
2018-03-01 18:53:52.506000-03:00;2334
2018-03-01 18:54:07.498000-03:00;2335
2018-03-01 18:54:22.506000-03:00;2335
2018-03-01 18:54:37.497000-03:00;2335
2018-03-01 18:54:52.505000-03:00;2336
2018-03-01 18:55:07.512000-03:00;2336
2018-03-01 18:55:22.504000-03:00;2337
2018-03-01 18:55:37.496000-03:00;2337
2018-03-01 18:55:52.503000-03:00;2338
2018-03-01 18:56:07.511000-03:00;2338
2018-03-01 18:56:22.502000-03:00;2339
2018-03-01 18:56:37.510000-03:00;2339
2018-03-01 18:56:52.502000-03:00;2339
2018-03-01 18:57:07.509000-03:00;2340
2018-03-01 18:57:22.501000-03:00;2340
2018-03-01 18:57:37.508000-03:00;2341
2018-03-01 18:57:52.500000-03:00;2341
2018-03-01 18:58:07.507000-03:00;2342
2018-03-01 18:58:22.499000-03:00;2342
2018-03-01 18:58:37.506000-03:00;2342
2018-03-01 18:58:52.498000-03:00;2343
2018-03-01 18:59:07.506000-03:00;2343
2018-03-01 18:59:22.497000-03:00;2344
2018-03-01 18:59:37.505000-03:00;2344
2018-03-01 18:59:52.512000-03:00;2345
2018-03-01 19:00:07.504000-03:00;2345
2018-03-01 19:00:22.496000-03:00;2346
2018-03-01 19:00:37.503000-03:00;2346
2018-03-01 19:00:52.511000-03:00;2346
2018-03-01 19:01:07.502000-03:00;2347
2018-03-01 19:01:22.510000-03:00;2347
2018-03-01 19:01:37.502000-03:00;2348
2018-03-01 19:01:52.509000-03:00;2348
2018-03-01 19:02:07.501000-03:00;2349
2018-03-01 19:02:22.508000-03:00;2349
2018-03-01 19:02:37.500000-03:00;2350
2018-03-01 19:02:52.507000-03:00;2350
2018-03-01 19:03:07.499000-03:00;2351
2018-03-01 19:03:22.507000-03:00;2351
2018-03-01 19:03:37.498000-03:00;2351
2018-03-01 19:03:52.506000-03:00;2352
2018-03-01 19:04:07.498000-03:00;2352
2018-03-01 19:04:22.505000-03:00;2353
2018-03-01 19:04:37.512000-03:00;2353
2018-03-01 19:04:52.504000-03:00;2354
2018-03-01 19:05:07.496000-03:00;2354
2018-03-01 19:05:22.503000-03:00;2355
2018-03-01 19:05:37.511000-03:00;2355
2018-03-01 19:05:52.502000-03:00;2356
2018-03-01 19:06:07.510000-03:00;2356
2018-03-01 19:06:22.502000-03:00;2357
2018-03-01 19:06:37.509000-03:00;2357
2018-03-01 19:06:52.501000-03:00;2358
2018-03-01 19:07:07.508000-03:00;2358
2018-03-01 19:07:22.500000-03:00;2359
2018-03-01 19:07:37.507000-03:00;2359
2018-03-01 19:07:52.499000-03:00;2360
2018-03-01 19:08:07.507000-03:00;2360
2018-03-01 19:08:22.498000-03:00;2360
2018-03-01 19:08:37.506000-03:00;2361
2018-03-01 19:08:52.498000-03:00;2361
2018-03-01 19:09:07.505000-03:00;2362
2018-03-01 19:09:22.512000-03:00;2362
2018-03-01 19:09:37.504000-03:00;2363
2018-03-01 19:09:52.496000-03:00;2363
2018-03-01 19:10:07.503000-03:00;2364
2018-03-01 19:10:22.511000-03:00;2364
2018-03-01 19:10:37.503000-03:00;2365
2018-03-01 19:10:52.510000-03:00;2365
2018-03-01 19:11:07.502000-03:00;2366
2018-03-01 19:11:22.509000-03:00;2366
2018-03-01 19:11:37.501000-03:00;2367
2018-03-01 19:11:52.508000-03:00;2367
2018-03-01 19:12:07.500000-03:00;2368
2018-03-01 19:12:22.507000-03:00;2368
2018-03-01 19:12:37.499000-03:00;2369
2018-03-01 19:12:52.507000-03:00;2369
2018-03-01 19:13:07.498000-03:00;2370
2018-03-01 19:13:22.506000-03:00;2370
2018-03-01 19:13:37.498000-03:00;2370
2018-03-01 19:13:52.505000-03:00;2371
2018-03-01 19:14:07.497000-03:00;2371
2018-03-01 19:14:22.504000-03:00;2372
2018-03-01 19:14:37.512000-03:00;2372
2018-03-01 19:14:52.503000-03:00;2373
2018-03-01 19:15:07.511000-03:00;2373
2018-03-01 19:15:22.503000-03:00;2374
2018-03-01 19:15:37.510000-03:00;2374
2018-03-01 19:15:52.502000-03:00;2375
2018-03-01 19:16:07.509000-03:00;2375
2018-03-01 19:16:22.501000-03:00;2376
2018-03-01 19:16:37.508000-03:00;2376
2018-03-01 19:16:52.500000-03:00;2377
2018-03-01 19:17:07.508000-03:00;2377
2018-03-01 19:17:22.499000-03:00;2378
2018-03-01 19:17:37.507000-03:00;2378
2018-03-01 19:17:52.498000-03:00;2378
2018-03-01 19:18:07.506000-03:00;2379
2018-03-01 19:18:22.498000-03:00;2379
2018-03-01 19:18:37.505000-03:00;2380
2018-03-01 19:18:52.497000-03:00;2380
2018-03-01 19:19:07.504000-03:00;2381
2018-03-01 19:19:22.512000-03:00;2381
2018-03-01 19:19:37.503000-03:00;2382
2018-03-01 19:19:52.511000-03:00;2382
2018-03-01 19:20:07.503000-03:00;2383
2018-03-01 19:20:22.510000-03:00;2383
2018-03-01 19:20:37.502000-03:00;2384
2018-03-01 19:20:52.509000-03:00;2384
2018-03-01 19:21:07.501000-03:00;2385
2018-03-01 19:21:22.508000-03:00;2385
2018-03-01 19:21:37.500000-03:00;2386
2018-03-01 19:21:52.508000-03:00;2386
2018-03-01 19:22:07.499000-03:00;2387
2018-03-01 19:22:22.507000-03:00;2387
2018-03-01 19:22:37.499000-03:00;2388
2018-03-01 19:22:52.506000-03:00;2388
2018-03-01 19:23:07.498000-03:00;2389
2018-03-01 19:23:22.505000-03:00;2389
2018-03-01 19:23:37.497000-03:00;2390
2018-03-01 19:23:52.504000-03:00;2390
2018-03-01 19:24:07.512000-03:00;2391
2018-03-01 19:24:22.503000-03:00;2391
2018-03-01 19:24:37.511000-03:00;2392
2018-03-01 19:24:52.503000-03:00;2392
2018-03-01 19:25:07.510000-03:00;2393
2018-03-01 19:25:22.502000-03:00;2393
2018-03-01 19:25:37.509000-03:00;2394
2018-03-01 19:25:52.501000-03:00;2394
2018-03-01 19:26:07.508000-03:00;2395
2018-03-01 19:26:22.500000-03:00;2395
2018-03-01 19:26:37.508000-03:00;2396
2018-03-01 19:26:52.499000-03:00;2396
2018-03-01 19:27:07.507000-03:00;2397
2018-03-01 19:27:22.499000-03:00;2397
2018-03-01 19:27:37.506000-03:00;2398
2018-03-01 19:27:52.498000-03:00;2398
2018-03-01 19:28:07.505000-03:00;2399
2018-03-01 19:28:22.497000-03:00;2399
2018-03-01 19:28:37.504000-03:00;2400
2018-03-01 19:28:52.512000-03:00;2400
2018-03-01 19:29:07.504000-03:00;2401
2018-03-01 19:29:22.511000-03:00;2401
2018-03-01 19:29:37.503000-03:00;2402
2018-03-01 19:29:52.495000-03:00;2402
2018-03-01 19:30:07.502000-03:00;2403
2018-03-01 19:30:22.509000-03:00;2403
2018-03-01 19:30:37.501000-03:00;2404
2018-03-01 19:30:52.508000-03:00;2404
2018-03-01 19:31:07.500000-03:00;2404
2018-03-01 19:31:22.508000-03:00;2405
2018-03-01 19:31:37.499000-03:00;2405
2018-03-01 19:31:52.507000-03:00;2406
2018-03-01 19:32:07.499000-03:00;2406
2018-03-01 19:32:22.506000-03:00;2407
2018-03-01 19:32:37.498000-03:00;2407
2018-03-01 19:32:52.505000-03:00;2408
2018-03-01 19:33:07.497000-03:00;2408
2018-03-01 19:33:22.504000-03:00;2409
2018-03-01 19:33:37.512000-03:00;2409
2018-03-01 19:33:52.504000-03:00;2410
